Itemid,Color,Inventsizeid,Available,Wip,ItemDesc
F1 VTX8821,NV / NAVY,XLARGE REG,42,0,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,2XL LONG,28,0,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,2XL REG,42,6,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,3XL LONG,21,0,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,3XL REG,9,0,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,LARGE LONG,38,46,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,LARGE REG,17,104,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,MEDIUM REG,26,162,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,SMALL REG,55,84,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,XLARGE LONG,42,24,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8821,OD / OD GREEN,XLARGE REG,52,40,RECON GARRISON SHIRT 65% POLY / 35% COTTON RIPSTOP
F1 VTX8825,IBK / IT'S BLACK,2XL,39,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,3XL,33,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,LARGE,32,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,MEDIUM,38,-997,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,SMALL,26,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,XLARGE,32,-873,VERTX FURY HARDSHELL JACKET
F1 VTX8825,IBK / IT'S BLACK,XSMALL,23,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,2XL,39,-998,VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,3XL,37,"-1,082",VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,LARGE,56,-762,VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,MEDIUM,28,-938,VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,SMALL,46,"-1,082",VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,XLARGE,35,-814,VERTX FURY HARDSHELL JACKET
F1 VTX8825,RDGN / RUDDER GREEN,XSMALL,21,"-1,118",VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,2XL,35,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,3XL,35,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,LARGE,23,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,MEDIUM,33,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,SMALL,30,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,XLARGE,36,0,VERTX FURY HARDSHELL JACKET
F1 VTX8825,TM / TARMAC,XSMALL,22,0,VERTX FURY HARDSHELL JACKET
F1 VTX8830,BB / BERING BLUE,2XL,19,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BB / BERING BLUE,3XL,6,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BB / BERING BLUE,LARGE,54,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BB / BERING BLUE,MEDIUM,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BB / BERING BLUE,SMALL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BB / BERING BLUE,XLARGE,19,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,2XL,9,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,3XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,LARGE,167,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,MEDIUM,31,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,SMALL,19,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,XLARGE,84,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,BRA / BURNT ASH,XSMALL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,2XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,3XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,4XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,LARGE,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,MEDIUM,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,SMALL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SHG / SHADOW GREY,XLARGE,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,2XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,3XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,5XL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,LARGE,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,MEDIUM,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,SMALL,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8830,SL / SLATE GREY,XLARGE,0,0,DOWNRANGE SOFTSHELL JACKET
F1 VTX8835,OWB / OPEN WATER BLUE,2XL,118,-729,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,3XL,45,-819,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,LARGE,118,-399,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,MEDIUM,96,-579,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,SMALL,29,-799,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,XLARGE,342,-489,VERTX HARDSIDE HOODY
F1 VTX8835,OWB / OPEN WATER BLUE,XSMALL,10,-839,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,2XL,5,34,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,3XL,10,-56,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,LARGE,0,364,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,MEDIUM,9,184,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,SMALL,3,-36,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,XLARGE,0,274,VERTX HARDSIDE HOODY
F1 VTX8835,RRD / REAPER RED,XSMALL,11,-76,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,2XL,0,33,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,3XL,9,-57,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,LARGE,5,363,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,MEDIUM,0,183,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,SMALL,6,-37,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,XLARGE,0,273,VERTX HARDSIDE HOODY
F1 VTX8835,TM / TARMAC,XSMALL,2,-77,VERTX HARDSIDE HOODY
F1 VTX8837,IBK / IT'S BLACK,2XL,0,260,VERTX FIREBASE HOODY
F1 VTX8837,IBK / IT'S BLACK,LARGE,0,540,VERTX FIREBASE HOODY
F1 VTX8837,IBK / IT'S BLACK,MEDIUM,0,420,VERTX FIREBASE HOODY
F1 VTX8837,IBK / IT'S BLACK,SMALL,0,180,VERTX FIREBASE HOODY
F1 VTX8837,IBK / IT'S BLACK,XLARGE,0,600,VERTX FIREBASE HOODY
F1 VTX8837,RGN / RANGER GREEN,2XL,0,220,VERTX FIREBASE HOODY
F1 VTX8837,RGN / RANGER GREEN,LARGE,0,420,VERTX FIREBASE HOODY
F1 VTX8837,RGN / RANGER GREEN,MEDIUM,0,340,VERTX FIREBASE HOODY
F1 VTX8837,RGN / RANGER GREEN,SMALL,0,150,VERTX FIREBASE HOODY
F1 VTX8837,RGN / RANGER GREEN,XLARGE,0,500,VERTX FIREBASE HOODY
F1 VTX8837,SPG / SPINE GREY,2XL,0,200,VERTX FIREBASE HOODY
F1 VTX8837,SPG / SPINE GREY,LARGE,0,380,VERTX FIREBASE HOODY
F1 VTX8837,SPG / SPINE GREY,MEDIUM,0,300,VERTX FIREBASE HOODY
F1 VTX8837,SPG / SPINE GREY,SMALL,0,140,VERTX FIREBASE HOODY
F1 VTX8837,SPG / SPINE GREY,XLARGE,0,420,VERTX FIREBASE HOODY
F1 VTX8840,BK / BLACK,2XL REG,79,220,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,3XL REG,20,144,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,LARGE REG,87,740,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,MEDIUM REG,43,580,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,SMALL REG,59,144,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,XLARGE REG,70,580,VERTX INTEGRITY BASE JACKET
F1 VTX8840,BK / BLACK,XSMALL REG,49,92,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,2XL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,3XL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,LARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,MEDIUM REG,1,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,SMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,XLARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,ET / COYOTE BROWN,XSMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,2XL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,3XL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,LARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,MEDIUM REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,SMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,XLARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,MC / MULTI-CAM,XSMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,2XL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,3XL REG,1,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,LARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,MEDIUM REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,SMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,XLARGE REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8840,SMG / SMOKE GREY,XSMALL REG,0,0,VERTX INTEGRITY BASE JACKET
F1 VTX8841,MC / MULTI-CAM,2XL REG,34,60,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,3XL REG,10,40,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,LARGE REG,0,300,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,MEDIUM REG,0,180,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,SMALL REG,24,40,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,XLARGE REG,0,480,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8841,MC / MULTI-CAM,XSMALL REG,21,30,VERTX INTEGRITY BASE JACKET - 8841 MC
F1 VTX8845,HKH / HARD KHAKI,2XL,123,-996,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,3XL,51,"-1,080",VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,LARGE,314,-760,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,MEDIUM,164,-936,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,SMALL,46,"-1,080",VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,XLARGE,265,-812,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,HKH / HARD KHAKI,XSMALL,24,0,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,2XL,112,-944,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,3XL,17,0,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,LARGE,252,-708,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,MEDIUM,33,-884,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,SMALL,49,"-1,028",VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,XLARGE,231,-760,VERTX URBAN DISCIPLINE JACKET
F1 VTX8845,SFG / SPACE FORCE GREY,XSMALL,21,0,VERTX URBAN DISCIPLINE JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,2XL,0,220,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,3XL,0,100,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,LARGE,0,300,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,MEDIUM,0,240,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,SMALL,0,48,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,XLARGE,0,280,VERTX MANITOU HOODED JACKET
F1 VTX8855,CVGN/CMGN / CANVAS GREEN/COMPASS GREEN,XSMALL,0,36,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,2XL,0,200,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,3XL,0,100,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,LARGE,0,300,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,MEDIUM,0,220,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,SMALL,0,98,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,XLARGE,0,280,VERTX MANITOU HOODED JACKET
F1 VTX8855,DSK/OWB / DARK SKY/OPEN WATER BLUE,XSMALL,0,48,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,2XL,0,200,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,3XL,0,120,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,LARGE,0,300,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,MEDIUM,0,320,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,SMALL,0,120,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,XLARGE,0,300,VERTX MANITOU HOODED JACKET
F1 VTX8855,IBK/TM / IT'S BLACK/TARMAC,XSMALL,0,50,VERTX MANITOU HOODED JACKET
F1 VTX8865,BLS / BLUE SURGE,2XL,0,168,VERTX PARATUS HOODY
F1 VTX8865,BLS / BLUE SURGE,LARGE,0,336,VERTX PARATUS HOODY
F1 VTX8865,BLS / BLUE SURGE,MEDIUM,0,260,VERTX PARATUS HOODY
F1 VTX8865,BLS / BLUE SURGE,SMALL,0,116,VERTX PARATUS HOODY
F1 VTX8865,BLS / BLUE SURGE,XLARGE,0,372,VERTX PARATUS HOODY
F1 VTX8865,CMGN / COMPASS GREEN,2XL,0,168,VERTX PARATUS HOODY
F1 VTX8865,CMGN / COMPASS GREEN,LARGE,0,336,VERTX PARATUS HOODY
F1 VTX8865,CMGN / COMPASS GREEN,MEDIUM,0,260,VERTX PARATUS HOODY
F1 VTX8865,CMGN / COMPASS GREEN,SMALL,0,116,VERTX PARATUS HOODY
F1 VTX8865,CMGN / COMPASS GREEN,XLARGE,0,372,VERTX PARATUS HOODY
F1 VTX8865,TM / TARMAC,2XL,0,168,VERTX PARATUS HOODY
F1 VTX8865,TM / TARMAC,LARGE,0,336,VERTX PARATUS HOODY
F1 VTX8865,TM / TARMAC,MEDIUM,0,260,VERTX PARATUS HOODY
F1 VTX8865,TM / TARMAC,SMALL,0,116,VERTX PARATUS HOODY
F1 VTX8865,TM / TARMAC,XLARGE,0,372,VERTX PARATUS HOODY
F1 VTX8920,BRN/TN / BROWN/TAN,NA,0,0,VERTX SHURIKEN 3D MOULDED PVC PATCH W/VELCRO - BROWN/TAN
F1 VTX8921,RD/BK / RED/BLACK,NA,0,0,VERTX SHURIKEN 3D MOULDED PVC PATCH W/ VELCRO - RED/BLACK
F1 VTX8922,WH/BK / WHITE/BLACK,NA,0,0,VERTX SHURIKEN 3D MOULDED PVC PATCH W/ VELCRO - WHITE/BLACK
F1 VTX8923,BK/SMG / BLACK/SMOKE GREY,NA,0,0,VERTX SHURIKEN 3D MOULDED PVC PATCH W/ VELCRO - BLACK/SMOKE
F1 VTX8924,SMG/BK / SMOKE GREY/BLACK,NA,0,0,VERTX LOGO MOLDED PVC PATCH W/ VELCRO - SMOKE GREY/BLACK
F1 VTX8925,BK/SMG / BLACK/SMOKE GREY,NA,0,0,VERTX LOGO MOLDED PVC PATCH W/ VELCRO - BLACK/SMOKE GREY
F1 VTX8926,WH/RD / WHITE/RED,NA,0,0,VERTX LOGO MOLDED PVC PATCH W/ VELCRO - WHITE/RED
F1 VTX8927,WH/BK / WHITE/BLACK,NA,0,0,VERTX LOGO MOLDED PVC PATCH W/ VELCRO - WHITE/BLACK
F1 VTX8934,NA / NOT APPLICABLE,NA,0,0,VERTX AMERICAN FLAG PATCH
F1 VTX8935,TN / TAN,NA,407,"2,000",VERTX LEATHER PATCH
F1 VTX8936,BK/WH / BLACK/WHITE,NA,0,0,VERTX LONG WALKS IN BAD PLACES PATCH
F1 VTX8937,GRM/SMG / GREY MATTER/SMOKE GREY,NA,0,0,VERTX GAMUT 2.0 PATCH
F1 VTX8938,RGN / RANGER GREEN,NA,0,0,VERTX COMMUTER SLING 2.0 PATCH
F1 VTX8939,BK/WH / BLACK/WHITE,NA,0,0,VERTX LONG WALKS/BAD PLACES PATCH
F1 VTX8940,BK/WH / BLACK/WHITE,NA,0,0,VERTX RANGER EYE PATCH
F1 VTX9022,OD / OD GREEN,2XL,0,0,SHORT SLEEVE OD GREEEN VERTX SHIELD RANGER UP T-SHIRT
F1 VTX9022,OD / OD GREEN,SMALL,0,0,SHORT SLEEVE OD GREEEN VERTX SHIELD RANGER UP T-SHIRT
F1 VTX9022,OD / OD GREEN,XLARGE,0,0,SHORT SLEEVE OD GREEEN VERTX SHIELD RANGER UP T-SHIRT
F1 VTX9023,BK / BLACK,2XL,0,0,SHORT SLEEVE BLACK VERTX SHIELD METAL RANGER UP T-SHIRT
F1 VTX9023,BK / BLACK,LARGE,0,0,SHORT SLEEVE BLACK VERTX SHIELD METAL RANGER UP T-SHIRT
F1 VTX9024,BK / BLACK,3XL,0,0,SHORT SLEEVE BLACK VERTX IR T-SHIRT
F1 VTX9024,BK / BLACK,LARGE,0,0,SHORT SLEEVE BLACK VERTX IR T-SHIRT
F1 VTX9024,BK / BLACK,SMALL,0,0,SHORT SLEEVE BLACK VERTX IR T-SHIRT
F1 VTX9024,BK / BLACK,XLARGE,0,0,SHORT SLEEVE BLACK VERTX IR T-SHIRT
F1 VTX9025,GY / GREY,3XL,0,0,SHORT SLEEVE BLACK VERTX ICON T-SHIRT
F1 VTX9025,GY / GREY,LARGE,0,0,SHORT SLEEVE BLACK VERTX ICON T-SHIRT
F1 VTX9025,GY / GREY,MEDIUM,0,0,SHORT SLEEVE BLACK VERTX ICON T-SHIRT
F1 VTX9025,GY / GREY,SMALL,0,0,SHORT SLEEVE BLACK VERTX ICON T-SHIRT
F1 VTX9025,GY / GREY,XLARGE,0,0,SHORT SLEEVE BLACK VERTX ICON T-SHIRT
F1 VTX9026,OD / OD GREEN,3XL,0,0,VERTX 100% COTTON UNISEX T-SHIRT
F1 VTX9027,BK / BLACK,3XL,0,0,VERTX 100% COTTON UNISEX T-SHIRT
F1 VTX9027,BK / BLACK,XLARGE,0,0,VERTX 100% COTTON UNISEX T-SHIRT
F1 VTX9033,NV / NAVY,2XL,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9033,NV / NAVY,3XL,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9033,NV / NAVY,LARGE,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9033,NV / NAVY,MEDIUM,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9033,NV / NAVY,SMALL,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9033,NV / NAVY,XLARGE,0,0,"VERTX ""BUILT ON COURAGE"" T-SHIRT"
F1 VTX9034,BK / BLACK,2XL,0,0,"VERTX ""YOU'RE A DAISY IF YOU DO"" T-SHIRT"
F1 VTX9034,BK / BLACK,LARGE,0,0,"VERTX ""YOU'RE A DAISY IF YOU DO"" T-SHIRT"
F1 VTX9034,BK / BLACK,MEDIUM,0,0,"VERTX ""YOU'RE A DAISY IF YOU DO"" T-SHIRT"
F1 VTX9034,BK / BLACK,SMALL,0,0,"VERTX ""YOU'RE A DAISY IF YOU DO"" T-SHIRT"
F1 VTX9034,BK / BLACK,XLARGE,0,0,"VERTX ""YOU'RE A DAISY IF YOU DO"" T-SHIRT"
F1 VTX9035,GY / GREY,2XL,0,0,"VERTX ""SAY WHEN"" T-SHIRT"
F1 VTX9035,GY / GREY,LARGE,0,0,"VERTX ""SAY WHEN"" T-SHIRT"
F1 VTX9035,GY / GREY,MEDIUM,0,0,"VERTX ""SAY WHEN"" T-SHIRT"
F1 VTX9035,GY / GREY,SMALL,0,0,"VERTX ""SAY WHEN"" T-SHIRT"
F1 VTX9035,GY / GREY,XLARGE,0,0,"VERTX ""SAY WHEN"" T-SHIRT"
F1 VTX9100,IBK / IT'S BLACK,OSFA,0,0,VERTX VAPORCORE WATCHCAP
F1 VTX9100,RGN / RANGER GREEN,OSFA,0,0,VERTX VAPORCORE WATCHCAP
F1 VTX9100,SMG / SMOKE GREY,OSFA,0,0,VERTX VAPORCORE WATCHCAP
F1 VTX9105,DET / DARK EARTH,LARGE,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,DET / DARK EARTH,MEDIUM,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,DET / DARK EARTH,SMALL,0,0,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,DET / DARK EARTH,XLARGE,0,100,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,RGN / RANGER GREEN,LARGE,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,RGN / RANGER GREEN,MEDIUM,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,RGN / RANGER GREEN,SMALL,0,0,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,RGN / RANGER GREEN,XLARGE,0,100,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,SMG / SMOKE GREY,LARGE,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,SMG / SMOKE GREY,MEDIUM,0,250,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,SMG / SMOKE GREY,SMALL,0,0,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9105,SMG / SMOKE GREY,XLARGE,0,100,"VERTX VAPORCORE 5"" CREW SOCK"
F1 VTX9110,DET / DARK EARTH,LARGE,0,200,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,DET / DARK EARTH,MEDIUM,0,300,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,DET / DARK EARTH,SMALL,0,0,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,DET / DARK EARTH,XLARGE,0,100,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,RGN / RANGER GREEN,LARGE,0,250,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,RGN / RANGER GREEN,MEDIUM,0,250,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,RGN / RANGER GREEN,SMALL,0,0,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,RGN / RANGER GREEN,XLARGE,0,100,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,SMG / SMOKE GREY,LARGE,0,250,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,SMG / SMOKE GREY,MEDIUM,0,250,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,SMG / SMOKE GREY,SMALL,0,0,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9110,SMG / SMOKE GREY,XLARGE,0,100,"VERTX VAPORCORE 10"" CREW SOCK"
F1 VTX9500,BK / BLACK,LARGE,0,0,"VERTX 1 3/4"" RAPTOR BELT"
F1 VTX9500,BK / BLACK,MEDIUM,0,0,"VERTX 1 3/4"" RAPTOR BELT"
F1 VTX9500,BK / BLACK,XLARGE,0,0,"VERTX 1 3/4"" RAPTOR BELT"
F1 VTX9500,ET / COYOTE BROWN,2XL,0,0,"VERTX 1 3/4"" RAPTOR BELT"
